Date,User,Tweet,Cleaned_Tweet,Sentiment
2025-06-19 01:00:02,@ml_master,The future of ChatGPT is exciting and scary at the same time.,future chatgpt exciting scary time,Neutral
2025-06-17 23:00:02,@botbuster,"OpenAI is overrated, in my opinion.",openai overrated opinion,Neutral
2025-06-19 19:00:02,@byte_blazer,AI is revolutionizing the tech industry.,ai revolutionizing tech industry,Neutral
2025-06-02 15:00:02,@data_driven,"I love using GPT-4 for my work, it's amazing!",love using gpt work amazing,Positive
2025-06-10 12:00:02,@the_future_now,"So many companies are adopting AI, it’s everywhere now.",many companies adopting ai everywhere,Neutral
2025-05-23 22:00:02,@visionary,AI is revolutionizing the tech industry.,ai revolutionizing tech industry,Neutral
2025-05-26 05:00:02,@botbuster,"So many companies are adopting GPT-4, it’s everywhere now.",many companies adopting gpt everywhere,Neutral
2025-06-18 08:00:02,@cyber_sage,The future of ChatGPT is exciting and scary at the same time.,future chatgpt exciting scary time,Neutral
2025-06-10 22:00:02,@data_driven,GPT-4 is changing how we live and work.,gpt changing live work,Neutral
2025-06-15 03:00:02,@botbuster,OpenAI is revolutionizing the tech industry.,openai revolutionizing tech industry,Neutral
2025-06-14 18:00:02,@cyber_sage,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-05-29 16:00:02,@ai_fan_99,The advancements in GPT-4 are truly fascinating.,advancements gpt truly fascinating,Positive
2025-05-25 14:00:02,@tech_guru,"I love using OpenAI for my work, it's amazing!",love using openai work amazing,Positive
2025-06-05 16:00:02,@neural_net_ninja,I have concerns about the ethical use of OpenAI.,concerns ethical use openai,Positive
2025-05-29 23:00:02,@deepthinker,I have concerns about the ethical use of GPT-4.,concerns ethical use gpt,Positive
2025-05-28 04:00:02,@gpt_dev,"I love using OpenAI for my work, it's amazing!",love using openai work amazing,Positive
2025-06-19 04:00:02,@data_driven,Generative AI is changing how we live and work.,generative ai changing live work,Neutral
2025-06-19 19:00:02,@digital_dreamer,The advancements in Generative AI are truly fascinating.,advancements generative ai truly fascinating,Positive
2025-05-24 01:00:02,@data_driven,Can't believe how powerful ChatGPT has become!,cant believe powerful chatgpt become,Negative
2025-05-25 17:00:02,@visionary,AI is changing how we live and work.,ai changing live work,Neutral
2025-06-04 14:00:02,@the_future_now,Can't believe how powerful Generative AI has become!,cant believe powerful generative ai become,Negative
2025-05-23 09:00:02,@ml_master,"So many companies are adopting AI, it’s everywhere now.",many companies adopting ai everywhere,Neutral
2025-06-20 11:00:02,@robotic_vision,The advancements in ChatGPT are truly fascinating.,advancements chatgpt truly fascinating,Positive
2025-06-21 10:00:02,@ai_addict,I have concerns about the ethical use of OpenAI.,concerns ethical use openai,Positive
2025-06-12 15:00:02,@cyber_sage,I'm worried about job loss due to Generative AI.,im worried job loss due generative ai,Negative
